Genes	GO.ID_MF	Term_MF	Annotated_MF	Significant_MF	Expected_MF	Rank in classicFisher_MF	classicFisher_MF	elimFisher_MF	weight01Fisher_MF	parentchildFisher_MF	weightFisher_MF	leaFisher_MF
gbgene2490	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene3005	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene3045	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene3130	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene3179	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene3180	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene3181	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene3235	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene3859	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene386	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene396	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene4162	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene4327	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene4686	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene474	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene4774	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene4777	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene5413	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene5605	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene611	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene612	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene6211	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene6400	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene6739	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene6995	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene7029	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene7039	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene7393	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene7538	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene8204	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene8461	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene8852	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene8894	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene9005	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene9025	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene9107	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene9339	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene9418	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene9427	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene9968	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbman.GBUE009840-PA.1	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbman.GBUE012280-PA.1	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene10123	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene11305	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene11695	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene1256	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene14985	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene14986	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene15934	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene16011	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene16235	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene16237	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene16239	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene16240	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene16241	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene1655	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene17201	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene17825	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene17827	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene17828	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene18071	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene18089	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene18205	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene18904	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene19718	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene19994	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene2010	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene20154	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene2114	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene2654	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene2655	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene3154	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene4262	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene4263	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene4264	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene4266	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene4292	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene5736	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene6556	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene6558	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene6774	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene7853	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene8450	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene9001	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene9002	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbman.GBUE003526-PA.1	GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246
gbgene10129	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene1035	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene10506	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene10576	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene10631	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene10664	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene10681	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene10687	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene10815	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene10816	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene10862	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene11303	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene12298	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene12326	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene12577	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene12867	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene13163	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene13322	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene13326	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene13336	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene13710	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene13796	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene13802	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene1394	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene1395	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene1397	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene13980	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene13999	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene14106	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene14474	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene14615	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene14616	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene14617	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene14619	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene14621	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene14622	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene14623	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene14624	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene14625	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene14912	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene14914	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene15264	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene1566	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene16142	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene16143	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene16151	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene16663	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene16812	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene17161	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene17288	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene17414	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene17546	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene17583	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene17618	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene18100	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene18102	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene18156	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene18178	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene18191	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene18192	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene19896	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene20107	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene20193	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene2068	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene2210	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene2211	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene2486	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene2487	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene2488	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene2489	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene2490	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene2605	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene4257	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene4259	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene458	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene4731	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene4732	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene4733	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene4736	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene474	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene4774	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene4777	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene5605	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene6060	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene6174	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene6242	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene6243	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene6271	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene6537	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene6739	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene7100	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene722	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene7395	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene7732	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene7733	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene8001	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene8002	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene8434	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene8447	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene8448	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene8553	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene8565	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene8778	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene8779	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene8780	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene9025	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene9403	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene9451	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene9453	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene9780	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene9781	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene9782	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene9784	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbman.GBUE004053-PA.1	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbman.GBUE006130-PA.1	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbman.GBUE006589-PA.1	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbman.GBUE014792-PA.1	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbman.GBUE017307-PA.1	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbman.GBUE019107-PA.1	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbman.GBUE019346-PA.1	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbman.GBUE021347-PA.1	GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181
gbgene10123	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene11695	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene1256	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene14985	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene14986	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
