Genes	GO.ID_BP	Term_BP	Annotated_BP	Significant_BP	Expected_BP	Rank in classicFisher_BP	classicFisher_BP	elimFisher_BP	weight01Fisher_BP	parentchildFisher_BP	weightFisher_BP	leaFisher_BP
gbgene17133	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17148	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1716	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17160	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17174	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17175	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17176	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17180	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17181	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17182	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17183	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17184	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17186	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17189	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17201	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1721	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17244	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17248	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17250	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17277	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17287	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17289	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1730	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1731	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17322	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1734	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17346	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17362	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17377	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17387	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17416	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17427	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17428	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17524	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17526	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17527	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1754	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17544	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1756	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17575	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17576	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17580	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17581	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1760	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17611	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17621	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17622	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17627	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17643	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17649	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17655	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17659	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17682	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17762	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17825	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17827	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17828	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17860	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1788	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene17946	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18000	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18010	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18054	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1807	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18079	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18089	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1816	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18179	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18188	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18198	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene182	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18202	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18205	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18243	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1826	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18273	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18276	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1831	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18323	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18332	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1836	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18384	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1839	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18399	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1840	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18402	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18406	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1841	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18411	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1842	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1843	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18437	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18439	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1844	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18455	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1851	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18513	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18520	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18526	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18619	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18623	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene187	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18749	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18755	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18770	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18834	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18854	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18861	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18865	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18874	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18896	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18905	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18906	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18926	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18942	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene18980	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19020	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19076	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19109	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19110	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19115	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19117	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19121	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19124	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19136	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19166	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19187	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19209	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19260	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19261	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19262	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19351	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19420	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19425	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19426	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19445	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1946	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene195	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19537	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19608	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19633	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1964	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19641	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19774	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19845	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19857	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene19948	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1996	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene2001	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene20016	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene20054	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene20074	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene20128	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene20130	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene20197	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene20205	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene20271	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene2033	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene2034	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene2085	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene2120	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene2124	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene2129	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene2134	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene2183	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene2195	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene2196	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene2206	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene223	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene2243	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
