Genes	GO.ID_CC	Term_CC	Annotated_CC	Significant_CC	Expected_CC	Rank in classicFisher_CC	classicFisher_CC	elimFisher_CC	weight01Fisher_CC	parentchildFisher_CC	weightFisher_CC	leaFisher_CC
gbgene19298	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene19307	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene19378	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene19379	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene1939	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene19431	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene19432	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene19543	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene19544	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene19573	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene1963	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene19646	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene19658	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene1968	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene1970	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene1971	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene19782	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene19834	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene19835	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene19881	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene19937	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene20097	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene201	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2011	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene202	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene20213	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2047	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2089	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene21	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2120	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2130	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2131	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2190	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2210	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2211	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2280	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2291	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2337	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2379	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2410	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2412	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2463	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2508	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2533	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2555	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2556	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2559	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2563	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2583	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2605	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2636	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2642	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2685	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2705	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2753	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2767	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2780	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2801	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2809	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2834	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2845	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2857	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2873	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2874	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2886	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2933	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene2970	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3003	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3025	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3039	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3045	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3097	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3147	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3223	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3224	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3235	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3240	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3295	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3297	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene33	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3345	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3363	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3391	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3427	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3457	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3458	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene35	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3507	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3508	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3532	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3543	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3563	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3564	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3637	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3642	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3653	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3666	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene372	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3807	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3811	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3812	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3880	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3898	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3911	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene392	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene3954	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4001	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4158	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4162	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene419	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4198	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4257	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4259	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4261	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4293	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4294	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4307	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4323	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4326	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4335	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4346	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4390	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4424	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4427	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4447	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene455	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4566	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4576	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4590	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4630	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4631	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4632	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4702	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4761	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4782	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4816	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4822	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4882	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4921	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4962	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4966	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene498	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene4982	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene499	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5012	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5033	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5042	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5049	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5057	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5085	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5089	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5152	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5153	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5162	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5173	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5258	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5287	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5288	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5299	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5300	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5386	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5387	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5389	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5390	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5401	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5410	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5413	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5414	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5439	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5474	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5477	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5543	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene556	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5669	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5673	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5674	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5748	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5796	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5804	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5813	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5899	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5905	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5946	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5951	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5952	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene5958	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6005	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6006	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6008	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6060	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6098	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6135	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6180	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6211	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6225	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6242	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6243	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6249	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6253	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6271	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6343	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6354	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6385	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6401	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6425	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene643	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6430	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene644	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6474	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6477	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6497	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6526	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6536	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6537	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6542	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6585	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6593	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6614	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6620	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6644	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6647	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6649	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6684	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6726	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6739	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6818	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
gbgene6825	GO:0005739	mitochondrion	928	1	5.78	65	0.9977	0.9977	0.9977	0.7063	0.9977	0.9977
