Genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	GO_ID_BP	Term_BP	Annotated_BP	Significant_BP	Expected_BP	Rank_in_classicFisher_BP	classicFisher_BP	elimFisher_BP	weight01Fisher_BP	parentchildFisher_BP	weightFisher_BP	leaFisher_BP	GO_ID_CC	Term_CC	Annotated_CC	Significant_CC	Expected_CC	Rank_in_classicFisher_CC	classicFisher_CC	elimFisher_CC	weight01Fisher_CC	parentchildFisher_CC	weightFisher_CC	leaFisher_CC	GO_ID_MF	Term_MF	Annotated_MF	Significant_MF	Expected_MF	Rank_in_classicFisher_MF	classicFisher_MF	elimFisher_MF	weight01Fisher_MF	parentchildFisher_MF	weightFisher_MF	leaFisher_MF
gbgene9598	445.147281383253	2.40277186344089	0.438258328803498	5.48114107474124	4.2259133285272e-08	0.00055308753643764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0001533	cornified envelope	20	7	0.09	1	1.7e-12	1.7e-12	1.7e-12	8.1e-14	1.7e-12	1.7e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0005813	centrosome	235	6	1.06	12	0.00061	0.00061	0.00061	0.07566	0.00061	0.00061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0070062	extracellular exosome	251	7	1.13	6	0.00012	0.00012	0.00012	0.22527	1	0.00012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0001533	cornified envelope	20	7	0.09	1	1.7e-12	1.7e-12	1.7e-12	8.1e-14	1.7e-12	1.7e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0005813	centrosome	235	6	1.06	12	0.00061	0.00061	0.00061	0.07566	0.00061	0.00061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0070062	extracellular exosome	251	7	1.13	6	0.00012	0.00012	0.00012	0.22527	1	0.00012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0001533	cornified envelope	20	7	0.09	1	1.7e-12	1.7e-12	1.7e-12	8.1e-14	1.7e-12	1.7e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0005813	centrosome	235	6	1.06	12	0.00061	0.00061	0.00061	0.07566	0.00061	0.00061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0070062	extracellular exosome	251	7	1.13	6	0.00012	0.00012	0.00012	0.22527	1	0.00012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0001533	cornified envelope	20	7	0.09	1	1.7e-12	1.7e-12	1.7e-12	8.1e-14	1.7e-12	1.7e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0005813	centrosome	235	6	1.06	12	0.00061	0.00061	0.00061	0.07566	0.00061	0.00061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7691	1257.17863472788	-3.02128401920503	0.968034057860014	-5.47606739658412	4.34882111322426e-08	0.00056917370729879	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0070062	extracellular exosome	251	7	1.13	6	0.00012	0.00012	0.00012	0.22527	1	0.00012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene15836	1020.61278605065	-4.40091350122243	0.926127681709748	-5.45219062068556	4.9753081610663e-08	0.00065116833212035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene15836	1020.61278605065	-4.40091350122243	0.926127681709748	-5.45219062068556	4.9753081610663e-08	0.00065116833212035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005618	cell wall	22	1	0.1	29	0.09461	0.09461	0.09461	0.52174	1	0.09461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7120	11434.3089864572	-4.23257443066538	0.937343906964677	-5.45103754703124	5.00767951981283e-08	0.0006554050955531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene15698	2102.07494542336	-4.41324811045197	0.826244352817074	-5.45030623283644	5.0283161138352e-08	0.00065810601297875	GO:0006629	lipid metabolic process	781	5	2.64	247	0.12039	0.12039	0.01628	0.2493	1	0.2491	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	GO:0004806	triglyceride lipase activity	44	3	0.23	4	0.00153	0.00153	0.00153	0.0834	0.00153	0.00153
gbgene15698	2102.07494542336	-4.41324811045197	0.826244352817074	-5.45030623283644	5.0283161138352e-08	0.00065810601297875	GO:0006629	lipid metabolic process	781	5	2.64	247	0.12039	0.12039	0.01628	0.2493	1	0.2491	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	GO:0004806	triglyceride lipase activity	44	3	0.23	4	0.00153	0.00153	0.00153	0.0834	0.00153	0.00153
gbgene13460	6952.73103609132	-4.42736886263403	0.917926148766879	-5.41127975268435	6.25759248127753e-08	0.0008189937039496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	GO:0008010	structural constituent of chitin-based larval cuticle	19	1	0.1	29	0.09466	0.09466	0.09466	1	0.09466	0.09466
gbgene13460	6952.73103609132	-4.42736886263403	0.917926148766879	-5.41127975268435	6.25759248127753e-08	0.0008189937039496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	GO:0008061	chitin binding	58	3	0.3	6	0.00338	0.00338	0.00338	0.0011	0.00338	0.00338
gbgene13460	6952.73103609132	-4.42736886263403	0.917926148766879	-5.41127975268435	6.25759248127753e-08	0.0008189937039496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	GO:0030023	extracellular matrix constituent conferring elasticity	10	1	0.05	21	0.05097	0.05097	0.05097	0.2988	1	0.05097
gbgene13460	6952.73103609132	-4.42736886263403	0.917926148766879	-5.41127975268435	6.25759248127753e-08	0.0008189937039496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene13460	6952.73103609132	-4.42736886263403	0.917926148766879	-5.41127975268435	6.25759248127753e-08	0.0008189937039496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	GO:0097493	structural molecule activity conferring elasticity	14	2	0.07	5	0.00233	0.00233	0.02033	0.1088	0.00233	0.00233
gbgene13460	6952.73103609132	-4.42736886263403	0.917926148766879	-5.41127975268435	6.25759248127753e-08	0.0008189937039496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0031012	extracellular matrix	193	6	0.87	7	0.00021	0.00021	0.00097	0.76072	1	0.00021	GO:0008010	structural constituent of chitin-based larval cuticle	19	1	0.1	29	0.09466	0.09466	0.09466	1	0.09466	0.09466
gbgene13460	6952.73103609132	-4.42736886263403	0.917926148766879	-5.41127975268435	6.25759248127753e-08	0.0008189937039496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0031012	extracellular matrix	193	6	0.87	7	0.00021	0.00021	0.00097	0.76072	1	0.00021	GO:0008061	chitin binding	58	3	0.3	6	0.00338	0.00338	0.00338	0.0011	0.00338	0.00338
gbgene13460	6952.73103609132	-4.42736886263403	0.917926148766879	-5.41127975268435	6.25759248127753e-08	0.0008189937039496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0031012	extracellular matrix	193	6	0.87	7	0.00021	0.00021	0.00097	0.76072	1	0.00021	GO:0030023	extracellular matrix constituent conferring elasticity	10	1	0.05	21	0.05097	0.05097	0.05097	0.2988	1	0.05097
gbgene13460	6952.73103609132	-4.42736886263403	0.917926148766879	-5.41127975268435	6.25759248127753e-08	0.0008189937039496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0031012	extracellular matrix	193	6	0.87	7	0.00021	0.00021	0.00097	0.76072	1	0.00021	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene13460	6952.73103609132	-4.42736886263403	0.917926148766879	-5.41127975268435	6.25759248127753e-08	0.0008189937039496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0031012	extracellular matrix	193	6	0.87	7	0.00021	0.00021	0.00097	0.76072	1	0.00021	GO:0097493	structural molecule activity conferring elasticity	14	2	0.07	5	0.00233	0.00233	0.02033	0.1088	0.00233	0.00233
gbgene13460	6952.73103609132	-4.42736886263403	0.917926148766879	-5.41127975268435	6.25759248127753e-08	0.0008189937039496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0032992	protein-carbohydrate complex	11	1	0.05	21	0.04846	0.04846	0.04846	0.02966	0.04846	0.04846	GO:0008010	structural constituent of chitin-based larval cuticle	19	1	0.1	29	0.09466	0.09466	0.09466	1	0.09466	0.09466
gbgene13460	6952.73103609132	-4.42736886263403	0.917926148766879	-5.41127975268435	6.25759248127753e-08	0.0008189937039496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0032992	protein-carbohydrate complex	11	1	0.05	21	0.04846	0.04846	0.04846	0.02966	0.04846	0.04846	GO:0008061	chitin binding	58	3	0.3	6	0.00338	0.00338	0.00338	0.0011	0.00338	0.00338
gbgene13460	6952.73103609132	-4.42736886263403	0.917926148766879	-5.41127975268435	6.25759248127753e-08	0.0008189937039496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0032992	protein-carbohydrate complex	11	1	0.05	21	0.04846	0.04846	0.04846	0.02966	0.04846	0.04846	GO:0030023	extracellular matrix constituent conferring elasticity	10	1	0.05	21	0.05097	0.05097	0.05097	0.2988	1	0.05097
gbgene13460	6952.73103609132	-4.42736886263403	0.917926148766879	-5.41127975268435	6.25759248127753e-08	0.0008189937039496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0032992	protein-carbohydrate complex	11	1	0.05	21	0.04846	0.04846	0.04846	0.02966	0.04846	0.04846	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene13460	6952.73103609132	-4.42736886263403	0.917926148766879	-5.41127975268435	6.25759248127753e-08	0.0008189937039496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0032992	protein-carbohydrate complex	11	1	0.05	21	0.04846	0.04846	0.04846	0.02966	0.04846	0.04846	GO:0097493	structural molecule activity conferring elasticity	14	2	0.07	5	0.00233	0.00233	0.02033	0.1088	0.00233	0.00233
gbgene13460	6952.73103609132	-4.42736886263403	0.917926148766879	-5.41127975268435	6.25759248127753e-08	0.0008189937039496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0062129	chitin-based extracellular matrix	19	1	0.09	28	0.08225	0.08225	0.08225	0.46766	1	0.08225	GO:0008010	structural constituent of chitin-based larval cuticle	19	1	0.1	29	0.09466	0.09466	0.09466	1	0.09466	0.09466
gbgene13460	6952.73103609132	-4.42736886263403	0.917926148766879	-5.41127975268435	6.25759248127753e-08	0.0008189937039496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0062129	chitin-based extracellular matrix	19	1	0.09	28	0.08225	0.08225	0.08225	0.46766	1	0.08225	GO:0008061	chitin binding	58	3	0.3	6	0.00338	0.00338	0.00338	0.0011	0.00338	0.00338
gbgene13460	6952.73103609132	-4.42736886263403	0.917926148766879	-5.41127975268435	6.25759248127753e-08	0.0008189937039496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0062129	chitin-based extracellular matrix	19	1	0.09	28	0.08225	0.08225	0.08225	0.46766	1	0.08225	GO:0030023	extracellular matrix constituent conferring elasticity	10	1	0.05	21	0.05097	0.05097	0.05097	0.2988	1	0.05097
gbgene13460	6952.73103609132	-4.42736886263403	0.917926148766879	-5.41127975268435	6.25759248127753e-08	0.0008189937039496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0062129	chitin-based extracellular matrix	19	1	0.09	28	0.08225	0.08225	0.08225	0.46766	1	0.08225	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene13460	6952.73103609132	-4.42736886263403	0.917926148766879	-5.41127975268435	6.25759248127753e-08	0.0008189937039496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0062129	chitin-based extracellular matrix	19	1	0.09	28	0.08225	0.08225	0.08225	0.46766	1	0.08225	GO:0097493	structural molecule activity conferring elasticity	14	2	0.07	5	0.00233	0.00233	0.02033	0.1088	0.00233	0.00233
gbgene14860	21008.601707095	-3.67697636820599	0.958293802152973	-5.40551891042591	6.46210321891743e-08	0.00084576006929191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene5882	205.505238050326	4.31258736278723	0.810061317798263	5.36268585320887	8.1993534096674e-08	0.00107313137425727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene5396	16.105861373747	2.60080114666535	0.482876358131323	5.30068461888767	1.1536923456962e-07	0.00150995254204719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene5691	1008.44178272867	-4.21309111582191	0.934932280666233	-5.28893592512826	1.23029976549518e-07	0.00161021633308009	GO:0003009	skeletal muscle contraction	10	1	0.03	140	0.03336	0.03336	0.03336	0.1493	0.03336	0.03336	GO:0032982	myosin filament	6	1	0.03	17	0.02672	0.02672	0.02672	0.02422	0.02672	0.02672	GO:0008307	structural constituent of muscle	18	1	0.09	28	0.0899	0.0899	0.0899	0.5355	0.0899	0.0899
gbgene5691	1008.44178272867	-4.21309111582191	0.934932280666233	-5.28893592512826	1.23029976549518e-07	0.00161021633308009	GO:0003009	skeletal muscle contraction	10	1	0.03	140	0.03336	0.03336	0.03336	0.1493	0.03336	0.03336	GO:0032982	myosin filament	6	1	0.03	17	0.02672	0.02672	0.02672	0.02422	0.02672	0.02672	GO:0097493	structural molecule activity conferring elasticity	14	2	0.07	5	0.00233	0.00233	0.02033	0.1088	0.00233	0.00233
gbgene5691	1008.44178272867	-4.21309111582191	0.934932280666233	-5.28893592512826	1.23029976549518e-07	0.00161021633308009	GO:0003009	skeletal muscle contraction	10	1	0.03	140	0.03336	0.03336	0.03336	0.1493	0.03336	0.03336	GO:0036379	myofilament	12	1	0.05	22	0.05275	0.05275	0.05275	0.05317	0.05275	0.05275	GO:0008307	structural constituent of muscle	18	1	0.09	28	0.0899	0.0899	0.0899	0.5355	0.0899	0.0899
gbgene5691	1008.44178272867	-4.21309111582191	0.934932280666233	-5.28893592512826	1.23029976549518e-07	0.00161021633308009	GO:0003009	skeletal muscle contraction	10	1	0.03	140	0.03336	0.03336	0.03336	0.1493	0.03336	0.03336	GO:0036379	myofilament	12	1	0.05	22	0.05275	0.05275	0.05275	0.05317	0.05275	0.05275	GO:0097493	structural molecule activity conferring elasticity	14	2	0.07	5	0.00233	0.00233	0.02033	0.1088	0.00233	0.00233
gbgene5691	1008.44178272867	-4.21309111582191	0.934932280666233	-5.28893592512826	1.23029976549518e-07	0.00161021633308009	GO:0007527	adult somatic muscle development	12	1	0.04	153	0.0399	0.0399	0.0399	0.1333	0.0399	0.0399	GO:0032982	myosin filament	6	1	0.03	17	0.02672	0.02672	0.02672	0.02422	0.02672	0.02672	GO:0008307	structural constituent of muscle	18	1	0.09	28	0.0899	0.0899	0.0899	0.5355	0.0899	0.0899
gbgene5691	1008.44178272867	-4.21309111582191	0.934932280666233	-5.28893592512826	1.23029976549518e-07	0.00161021633308009	GO:0007527	adult somatic muscle development	12	1	0.04	153	0.0399	0.0399	0.0399	0.1333	0.0399	0.0399	GO:0032982	myosin filament	6	1	0.03	17	0.02672	0.02672	0.02672	0.02422	0.02672	0.02672	GO:0097493	structural molecule activity conferring elasticity	14	2	0.07	5	0.00233	0.00233	0.02033	0.1088	0.00233	0.00233
gbgene5691	1008.44178272867	-4.21309111582191	0.934932280666233	-5.28893592512826	1.23029976549518e-07	0.00161021633308009	GO:0007527	adult somatic muscle development	12	1	0.04	153	0.0399	0.0399	0.0399	0.1333	0.0399	0.0399	GO:0036379	myofilament	12	1	0.05	22	0.05275	0.05275	0.05275	0.05317	0.05275	0.05275	GO:0008307	structural constituent of muscle	18	1	0.09	28	0.0899	0.0899	0.0899	0.5355	0.0899	0.0899
gbgene5691	1008.44178272867	-4.21309111582191	0.934932280666233	-5.28893592512826	1.23029976549518e-07	0.00161021633308009	GO:0007527	adult somatic muscle development	12	1	0.04	153	0.0399	0.0399	0.0399	0.1333	0.0399	0.0399	GO:0036379	myofilament	12	1	0.05	22	0.05275	0.05275	0.05275	0.05317	0.05275	0.05275	GO:0097493	structural molecule activity conferring elasticity	14	2	0.07	5	0.00233	0.00233	0.02033	0.1088	0.00233	0.00233
gbgene5691	1008.44178272867	-4.21309111582191	0.934932280666233	-5.28893592512826	1.23029976549518e-07	0.00161021633308009	GO:0030241	skeletal muscle myosin thick filament assembly	11	1	0.04	146	0.03663	0.03663	0.03663	0.7333	0.03663	0.03663	GO:0032982	myosin filament	6	1	0.03	17	0.02672	0.02672	0.02672	0.02422	0.02672	0.02672	GO:0008307	structural constituent of muscle	18	1	0.09	28	0.0899	0.0899	0.0899	0.5355	0.0899	0.0899
gbgene5691	1008.44178272867	-4.21309111582191	0.934932280666233	-5.28893592512826	1.23029976549518e-07	0.00161021633308009	GO:0030241	skeletal muscle myosin thick filament assembly	11	1	0.04	146	0.03663	0.03663	0.03663	0.7333	0.03663	0.03663	GO:0032982	myosin filament	6	1	0.03	17	0.02672	0.02672	0.02672	0.02422	0.02672	0.02672	GO:0097493	structural molecule activity conferring elasticity	14	2	0.07	5	0.00233	0.00233	0.02033	0.1088	0.00233	0.00233
